what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1370705929968
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370705931015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1370705951828
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1370705958671
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370705960546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1370705984343
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1370705990218
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370705990421
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1370705992281
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370705994593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370705996156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370705997109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1370706019656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706021500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706022906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1370706040031
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370706042765
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1370706048484
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1370706051921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706051921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706053953
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1370706066640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706099546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706100687
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1370706100718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706101062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1370706101265
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1370706131656
