what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1372747415484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372747424796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1372747446406
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1372747462359
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1372747462546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747486687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747487796
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1372747487812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747488093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747508515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747518140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747518937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747519781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747521593
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1372747524921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372747546625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372747553890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372747595078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747598078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372747599015
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1372747612765
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1372747615062
